tweet,processed_text,class
RT @KeyshBeChillin So yams are ass or pussy?,yam ass pussy,1
RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????,bitche itty bitty titty committe,1
"RT @KfromtheG: Lol robbing ain't the word ""@iSell_Pussy4EBT: Damn you was robbing them bitches @pebbles2day""",lol robb aint word damn robb bitche,1
RT @KiCKS0L0GY: Some bitches be forgetting,bitche forgett,1
RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,beautiful smile color eye,2
RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,babe buy brazilian peruvian bengali,2
RT @KiariTheStone: Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,nigga slope intercept form equation cant make scrambl fuckin egg that lil backward,1
RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,giant pitiful jetspitiful met pitiful yankeespitiful net pitiful knickspitiful sport pitiful,2
RT @Kicks_AndTits23: Lewis so trash lmao,lewi trash lmao,2
RT @Kid_Flexin: @WeDont_SmokeREG lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;,lol that grwn man shitnd bitche loven,1
RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,nigga wanna bitch party yall know addres knock door,0
RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,dont want heart broken dont check nigga entertain hoe,0
RT @KiiingJaay_: I'm about my commas bitch period,comma bitch period,1
RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,bitche fuck stupid smh,1
"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;",ariana grande built like year old chinese boy bitch shap like iphone nigga crazy,1
"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed",bitche love post goal pic show range rover mansion money everywhere bitch unemploy,1
"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;",bitche see picture couple walk stair together caption goal bitch go,1
"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",classic style tweet troll dyke tweet list etc crazy many nigga tweet like,1
"RT @KillAllSimps: I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal&#8230;",remember phone sex white bitch said pussy tast like salt vinegar chip aint tal,1
"RT @KillAllSimps: If this nigga Kanye took Kim K to Wendy's, this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;",nigga kanye took kim wendy mean yall regular hoe dont deserve date,1
"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",miley cyru pussy probab taste like wet dog negative ass bitch look like justin bieber ove,0
"RT @KillAllSimps: My girl told me she was on her period, I immediately power bombed her hoe ass",girl told period immediate power bomb hoe ass,1
RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,that logic hoe single nobody tell right right,1
RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,unhappy scrappy got pataki bitche say tacky daddy range look like laffy taffy,1
RT @Killa_Rilluh: Instagram always be acting like a bitch bruh,instagram alway act like bitch bruh,1
RT @Killah_Kae: Will your bitches do this for you ? http://t.co/gmjkOLmcyQ,bitche,1
RT @Kimburrleeeanne: Loyalty is not dead. Gtfo. Don't marginalize me bitch.,loyalty dead gtfo dont marginalize bitch,1
"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",yeah cant wrestle might rock bottom foreal big bitch proud lol let live,1
"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",hit bitch forget bitch left kid fuckin face,1
RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,damn cuh alu mohe nigga make sure alu polosi nifo,1
RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,ouuua ita siana alu polosi nifo namu tae,2
RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,ug hoe love fight lmao aint got none lose,1
RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;,give credit bitch went took took tha,1
RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,dont forget gotta take trash ne milkand spermicidal lube,2
RT @KingElJay: Scorpio aka hoe season right around the corner.,scorpio aka hoe season right around corner,1
"RT @KingHorseDick: ""That bitch had to pull my hair to win"" RT @Mryungone Lol so what do you tweet if you lose?",bitch pull hair win lol tweet lose,1
RT @KingHorseDick: Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,right wanna fuck bad hoe hoe didnt real wanna fuck,1
"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",eat pussy taste like mold stop cant tell ppl ate aint finish,1
RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,tell got good pussy never try hit mean,1
RT @KingHorseDick: Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,jody real pussy tho let lil nigga jump take bike old head sonn front mama,1
"RT @KingHorseDick: Lol RT @youngtravo Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;",lol nigga like damn would bitch help fami move dryer almost fell,1
RT @KingHorseDick: Long distance sex will definitely have u thinking u like a bitch a lil too much.,long distance sex definite think like bitch lil much,1
RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,nowaday threesome new generation bitche one hoe gonna tell everybody fuck,1
RT @KingKwama: Female IG Models in person be so trash &#128546;,female model person trash,2
RT @KingL: Nigga fuck you u a bitch ass nigga..... Dat ain't sneak diss'n u bitch made shit starter RT @CeefourDaArtist: @KingL a sneak dis&#8230;,nigga fuck bitch ass nigga dat aint sneak dissn bitch made shit starter sneak dis,1
RT @KingLekan90210: All the hoes know each other &#128514;&#128553;,hoe know,1
RT @KingLekan90210: I forgive all u hoes/girls,forgive hoesgirl,1
"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",top comeback call nigga ug still pull hoe,1
"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh",rip robin william gonna fuck baddest bitch tonight bruh,1
RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4,hell nah bitch,1
"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt",that say bitch aint got job mlrt,1
"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice",bitche aint shit pussy greatest vice love smokin we hate advice,1
RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,remember trash floor car upgrad put wale gift feel like old car htt,2
"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy",rihanna talent hoe,1
RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,dez cak bitch someth cause hes play like dez bryant god dammit patr,1
"RT @King____J: One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""",one nigga past told one th never forget one man trash another man treasure,1
"RT @Kings_Groove: &#8220;@Shane_A1: @Kings_Groove &#128514;&#128514;&#128514; nicca said ""imma slap ya daddy out den put em n da Yo"" &#128128; he still that nigga when he aint s&#8230;",nicca said imma slap daddy den put still nigga aint,1
"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;",eat mango get bitche honest dont either,1
RT @Kinloch_Bang: Y'all hoes and y'all plastic ass bodies maaaaan smh,yall hoe yall plastic ass bodie maaaaan smh,1
RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe,shout mama cause aint raise hoe,1
"RT @KissMySmilee: lmfaooo, like is this bitch alanah serious ?",lmfaooo like bitch alanah seriou,1
RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,exact shit said nobody think mimi outta line invit stevie gay nicca,0
"RT @Kiss_MyBeautyy: I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;",rather argue make fight break cause thirsty bitche love see happy home fuc,1
RT @Kittykins_x: Tacos over hoes.,taco hoe,1
RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,shitty promise better bitch,1
"RT @KlTTYKlLLA: &#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;",good pussy nigga like funniest th ive ever seen,1
RT @Knae__: .I'm a &#128170; lil bitch,lil bitch,1
RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,met superstar pitcher yankee game wear knick hat knickstape,2
RT @Kontra402: Lmao damn this bitch so trash RT @JazmineJanay_: Lmao http://t.co/pfSnLm07IL,lmao damn bitch trash lmao,1
RT @KoolAssK: Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !,nigga trippin shoe club wear hoe nigga shoe club shoe,1
RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,want nigga spend hard earn money hoe strip solve problem lol,1
RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,color entire arm black sharpie fist wife asshole know nigger dick feel like,0
RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.,gave call wife nigger sex lent,1
RT @KreoleKilla: Fighting over a hoe is one of the lamest things you can do,fight hoe one lamest thing,1
RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.,nigger day honor nigger tradition work,0
RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,wake bitch upl jack bauer lad,1
RT @KrisDaRebel: &#8220;@Aye_Benny: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0,search hoe got aint one bruh,1
RT @Krislisisms: B/c her ass fat? Maybe her pussy wack &amp; it drove her man to crack. RT @FightCIubs Khloe Kardashian is winning at life http&#8230;,ass fat maybe pussy wack drove man crack khloe kardashian winn life,1
"RT @Krislisisms: Grow up, bitch.",grow bitch,1
RT @Krislisisms: Hot 97 trash.,hot trash,2
RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,today someth dope tomorrow th trash next month irrelevant next year classic,2
RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,swear bitche fall nigga dont believe comb hair,1
RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,told artprize trash,2
RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!,beat trash nigga sosaonthebeat fuck dont like,1
"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;",five thing ill never give bitch heart we money twitter netflix password,1
RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!,side hos know side hos ne,1
RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,ros pull hoe,1
RT @KvngMelly_: When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t,yall got baby mama realize bitch real enemy,1
RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,want birffday big booty hoe gotta big booty call big booty lyricsyouliketoscream,1
RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,sometime turn phone loud tweet hear bird chirp truestory teamiphone,2
RT @KxRxSxB: Superman. Man of steel - emotions of bitch. #truestory,superman man steel emotion bitch truestory,1
"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",know one person could say anyth look think youre retard stfu stupidbitche,0
RT @KxngFrxsh: If ya friends always trynna get you to break-up wit ya nigga or do THOT shit wit them...Them bitches really ain't ya friends!,friend alway trynna get breakup wit nigga thot shit wit themthem bitche real aint friend,1
"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",year two fan base unc indiana said thing right way other rogue,2
RT @KylaMock2: bitch think she know everything ha.,bitch think know everyth,1
"RT @KyleKallgren: You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;",cant please everyone shouldnt noth good come people say faggot insult,1
"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",know superhero storie best insult superheroe dumb mook come dogooder whiteknight,2
RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,retweet random shit cause bad bitch tweet,1
RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,buy ticket transformer lock aluminum trash tos overpas rus,2
RT @L1LDebbie: Amber rose is everything at the vmas. Killen every bitch.,amber rose everyth vma killen every bitch,1
RT @L1LDebbie: And I'm that bitch who doesn't forget.,bitch doesnt forget,1
RT @L1LDebbie: I'm your bitch down for whatever,bitch whatever,1
RT @L1LDebbie: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;,rude talk fat bitche cool talk skinny bitche cus know alot thick hoe ver,1
RT @L1LDebbie: You keep your bitch &amp; ill stay on my grind.,keep bitch ill stay grind,1
RT @L3tsVibe: Keys open doors when them keys is albino,key open door key albino,2
RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;,michaelbrown supporter say white evil albino black babie serious tcot,0
RT @LA_Everyday: @MJCANDANCE @PacDaGoat @Devoted2Mariah @BettAThanLERUNS @MzNurseBee14 @pyroballyPOOPS WTF? This BITCH sounds retarded,wtf bitch sound retard,1
RT @LEGIQN: Write 16 bars about your side hoes and money so she knows it's real.,write bar side hoe money know real,1
RT @LEX_gedddit: Just got 11 in flappy bird holy shit,got flappy bird ho shit,1
RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ,lmao bitch saw camera look big screen realiz,1
RT @LHT_519: when ya side hoe playing too much &amp; all you want is head /// https://t.co/7eALhuTA02,side hoe play much want head,1
RT @LILBTHEBASEDGOD: I only eat gluton free pussy - Lil B,eat gluton free pussy lil,1
"RT @LILBTHEBASEDGOD: That nerdy fat bitch yes sir she fucked "" The BasedGod"" - Lil B",nerdy fat bitch yes sir fuck basedgod lil,1
RT @LILBTHEBASEDGOD: ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,ultimate bitch mixtape done word lil lil,1
RT @LIVYLOHAN: &#8220;@1waynostra: Dats y I don't argue wit Dese bitches lol&#8221; keep it brief trappa lls,dat dont argue wit dese bitche lol keep brief trappa lls,1
RT @LI_ALP: Still Texans nation hoe.,still texan nation hoe,1
RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,isi jihadi terrorist post tweet every minute spread propaganda,2
RT @LL_Jono: @Krhymez_24 Go home bitch,home bitch,1
"RT @LMAOAtBASICS: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",bitche twerk anyth rock countrythese bitche twerk gospel take k,1
RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,never send kid private school would never experience ghetto public school fight,2
RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,hungry someone would send fly parachute brownie attach like hunger game tha,2
"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",lana use term bad bitch track ive never proud,1
RT @LOUD_besos: @Thotcho bitch I'll end your fucking life. You a fuckboy,bitch ill end fuck life fuckboy,1
RT @LOUD_besos: Pepsi cola RT @JactionJ: Ladies what does your pussy taste like?,pepsi cola ladie pussy taste like,1
"RT @LRTC1: Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @s&#8230;",magnu team leader particular rude unhelpful oppos charlie blatant li awful service,2
RT @LUNAraps: smh u got Ebola now RT&#8220;@BryanRoxAll: I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &#8230;,smh got ebola stick foot feel freshnes bitch ass mosquito nerve,1
"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...",nov thanksgiv dinner proof main day preoccupi giant bird,2
RT @LaBugg09: I love everybody ion hate these bitches,love everybody ion hate bitche,1
RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,wcw babe love thse sexy bitche bestfriend babe,1
RT @LaVidaJeannette: I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;,hate bitch say dont care nigga broke got noth go act like fake,1
RT @LaVintageTribe: Getting all these checks like Nike I'm icy and yo bitch like me- dice soho &#127922;,gett check like nike icy bitch like dice soho,1
RT @LadiesLuv_Audi: Eating pussy is good....eating everybody pussy ain't healthy,eat pussy goodeat everybody pussy aint healthy,1
RT @LadyMercia: Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... http://t.co/trhNMdVnCM v&#8230;,mother manchester terror twin went syria become jihadi bride snatch isi,2
RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!,furrybah paypay voice hoe everybody nigga,0
RT @Lady_Trucker: To Fez: Your nipples couldn't be covered by two trash can lids. @RonnieBquotes,fez nipple couldnt cover two trash lid,1
RT @LakeShOwQueen: Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,kevin love bein hoe let world know gonna laker season dawg,1
RT @LakersTV: VIDEO: @kobebryant on talking trash while facing @NickSwagyPYoung during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,video talk trash fac today scrimmage,2
"RT @LalaCoutureeXO: ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!""",gfbf dont like talk bitchnigga dont talk bitchnigga,1
"RT @LamborghiniBow: Fuck a hoe, respect a woman, love a lady&#128175;",fuck hoe respect woman love lady,1
RT @LameAssNerd: Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,braxton curti hoe ass nigga wen see ima smack like lil bitch,1
RT @Lamont21225_: &#128514;&#128514;&#128514; this bitch playing volleyball in Timberland's &#128553;&#128514;Edmondson Kids &#128517;&#128514; http://t.co/M4jtNGEJTH,bitch play volleyball timberland edmondson kid,1
RT @Landontours: Nice baby bump bitch.,nice baby bump bitch,1
RT @LaneBelgarde: @gillis_seth yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;,yeah right queer piece ass youve ever got finger broke thru toilet paper,1
RT @LaquishaBae: Racist white cops arresting blacks again. Can't wait till black cops arrest whities then hear them bitch. #Fastfoodstrike,racist white cop arrest black cant wait till black cop arrest whitie hear bitch fastfoodstrike,1
"RT @LariDodi: Seven grams in the blunt, almost drowned in her pussy so I swam to her butt RT @TryHardSilva: Quote this with a weezy verse",seven gram blunt almost drown pussy swam butt quote weezy verse,1
RT @LariDodi: Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;,lil bitch dont read receipt shady,1
RT @Larissa_x33: you be smokin my dick bitch,smokin dick bitch,1
"RT @Late___: I dive in tha pussy like...
&#128514;&#128514;&#128514;&#128513;&#128074;&#128175; http://t.co/c4jnQWp9dW",dive tha pussy like,1
RT @Latrobemark: @wheeler_kashhh your a early bird,ear bird,2
"RT @LauraBehnke: #Yankees fans having flashbacks! RT @WCCORosen: @LauraBehnke You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",yankee fan flashback remember phil hughe already still,2
"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",askdrmann amici brief fil behalf kind like charlie brown never ever gett valentin,2
"RT @LaurenJauregui: ""karma's a bitch, and so are you"" And I genuinely mean that. #canttrustanyone #hatefakepeople",karma bitch genuine mean canttrustanyone hatefakepeople,1
"RT @Lauren_Fawx: &#8220;@ItsNotAdam: @ItsNotAdam Adam is a sexy bitch&#8221;

Conceded ass 

(Jk ilusm)",adam sexy bitch conced ass ilusm,1
RT @LavarWalker: Old bitches love having a garden...,old bitche love garden,1
"RT @Lawless_1: @3RedsPositives 
1) We are not the Cubs
2) We are not the Pirates
3) We damn sure ain't no f***ing Cardinals.

Who cares abo&#8230;",cub pirate damn sure aint f cardinal care abo,1
RT @Laynesmithh: When you're a local in pc you can't love anybody because everybody turns into hoes on springbreak,youre local cant love anybody everybody turn hoe springbreak,1
RT @LeBronVuitton: Bain wasn't no hoe ass nigga at all,bain wasnt hoe ass nigga,1
RT @LeBronVuitton: Can't none of them hoes swim&#128514;&#128514;&#128514; &#8220;@Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club&#8221;,cant none hoe swim renam bitch yacht club,1
RT @LeBronVuitton: Do I fuck her or feed her? &#8220;@Jaykelz: I hate fat / thick bitches&#8221;,fuck fe hate fat thick bitche,1
"RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion.",dont stand line club security come escort yellow diamond tell bitch get scorpion,1
RT @LeBronVuitton: I'm not lickin that mini fro bitch&#128530;,lickin mini fro bitch,1
"RT @LeBronVuitton: It's the most annoying shit in the world when a bitch start talkin bout something then say ""nevermind""",annoy shit world bitch start talkin bout someth say nevermind,1
RT @LeBronVuitton: Joe changed her life and went back to his old bitch&#128514;&#128514; &#8220;@1stName_Bravo: @LeBronVuitton ha.. she got them bitches worked o&#8230;,joe chang life went back old bitch got bitche work,1
RT @LeBronVuitton: Kill'lees hoes when I feel like it,killlee hoe feel like,1
RT @LeKarmaSucre: trash liars RT @learnteachwin: these law students are terrible liars #HTGAWM,trash liar law student terrible liar htgawm,2
"RT @LeMarquand: &#8252;&#65039;Muslim group slaughters 43 children in Nigerian school, children burned alive, shot &amp; slit throats tried 2escape..
 http:&#8230;",muslim group slaughter children nigerian school children burn alive shot slit throat tri escape,2
"RT @LeMarquand: Jihadi-In-Chief Hussein Urges restraint in Fighting Islamic Butchers&#8252;&#65039;Apparently, we SHOULD be nice to ISIS...we might hurt&#8230;",jihadiinchief hussein urge restraint fight islamic butchersapparent nice isiswe might hurt,2
RT @LeNoirAuteur: bitch don't do this RT @AZEALIABANKS: &#128078;,bitch dont,1
RT @LeanandCuisine: Bitch you a hoe... check yo DMs &#8220;@NatalieeLeee: Can I get a new follower? &#128584;&#128586; http://t.co/mv4mkHEa1G&#8221;,bitch hoe check dms get new follower,1
RT @LeanandCuisine: I wish I had a flying nimbus so when I picked up hoes I could tell if they pure hearted. Bitch a hoe she gon drop into &#8230;,wish fly nimbu pick hoe could tell pure heart bitch hoe gon drop,1
RT @LeanandCuisine: bitch where you see a Katy or perry in that pic RT&#8220;@howlilwayneraps: Katy Perry is so fit &#128525;&#128525; http://t.co/cyclTBkPNO&#8221;,bitch see katy perry pic katy perry fit,1
RT @Leary_Alneze: it's all fun and games until I have to slap a bitch,fun game slap bitch,1
RT @Leelucas_: @100046729 man bitch you then fucked up. I'll burn yall house down again hoe &#128514;. That's why bumble bee your real grandma hoe,man bitch fuck ill burn yall house hoe that bumble bee real grandma hoe,1
RT @LeeniePunkin: Man fuck flappy bird http://t.co/QKk26wYVfC,man fuck flappy bird,1
RT @LeezusLeeko: Baddest bitch didn't win Queen. Fuck the mexicans. I'll buy yo house. http://t.co/VytCij5S3V,baddest bitch didnt win queen fuck mexican ill buy house,1
RT @LeezusLeeko: yo bitch don't avoid me he wanna spoil me &#128517; http://t.co/gpcYv2jYRy,bitch dont avoid wanna spoil,1
RT @LeezyTheWarrior: Can't be letting them messy hoes mess with yo business...,cant lett messy hoe mes busines,1
"RT @LeoGarris: Y'all save hoes, I'd ratha save paper. &#128175;",yall save hoe ratha save paper,1
"RT @LesaMonroe: Fellas, guess what.. We don't like to be asked why were looking mean. It's called ""Resting bitch face."" WE JUST LOOK THIS W&#8230;",fella gues dont like ask look mean call rest bitch face look,1
RT @LesaMonroe: You bitches are grade A weird.,bitche grade weird,1
RT @Leslieeeixta: Bdubs is packed with beaners &#128557;&#128514;,bdub pack beaner,0
"RT @LessonswithKate: you got hoes, I got niggas.",got hoe got nigga,1
RT @LetMeLive305 But let a n*gga ask a chick to give him some money.. How yall hoes say it #SWERVE + That's how you make her stay or leave.,let ngga ask chick give money yall hoe say swerve that make stay leave,1
RT @LetMeLive305 Stevie J playa of the yr tho #LHHATLREUNION/He ain't no player!He stands SOLID behind his bullshit and bitches respect that,stevie playa tho lhhatlreunionhe aint playerhe stand solid behind bullshit bitche respect,1
RT @LethalBizzle: Suck yo momma flappy bird!!!!!!,suck momma flappy bird,1
RT @LettyBro_: Yall hoes super weakkkkkkkk,yall hoe super weakkkkkkkk,1
RT @LevisNInk: &#8220;@iDocLyfe: When you ain't had pussy in a hot minute... http://t.co/uidvqXugE2&#8221; OMM &#128514;,aint pussy hot minute omm,1
"RT @LexaTaughtYou: @hedge_brandon calm down bitch.
Touch my boobs &amp; ill it your dick off &amp; staple it to your forehead, since you wanna be a&#8230;",calm bitch touch boob ill dick staple forehead since wanna,1
"RT @Lexieeller: My timeline right now
Ravens &#127944;
Ravens &#127944;
Ravens &#127944; 
Commercial tweet &#128514;
Ravens &#127944;
Ravens &#127944;
Ravens &#127944;
&amp; Some bitch talkin ...",timeline right raven raven raven commercial tweet raven raven raven bitch talkin,1
RT @Lexxinnn: Don't no nigga want no broke ass bitch &#8252;&#65039; but it's crazy how a bitch will do all she can to better a broke ass nigga &#128056;&#9749;&#65039;,dont nigga want broke ass bitch crazy bitch better broke ass nigga,1
RT @LiFEOf_AYUNgIN: That pussy is never yours it's just your turn remember that . &#128175;,pussy never turn remember,1
RT @LiIuglymane: When your side bitch tries to hug you in public http://t.co/T5uRIsXNdF,side bitch trie hug public,1
RT @LiViBADD88: niggas talk more than bitches these days... let that sink in!,nigga talk bitche day let sink,1
RT @LiamGeraldShone: @vernon1488 @AranNicolWHUFC @DSaend get fucked you racist inbred hillbilly fuck,get fuck racist inbr hillbil fuck,0
